state,year,quarter,category,transaction_count,transaction_amount,log_transaction_amount
Telangana,2018,3,Peer-to-peer payments,11560952,29253505738.828743,24.099265257795437
Telangana,2018,3,Recharge & bill payments,5328881,1568136060.627837,21.173153529107328
Telangana,2018,3,Merchant payments,1770075,855534175.4794186,20.567236599627062
Telangana,2018,3,Financial Services,307312,52554123.97376218,17.777354148377118
Telangana,2018,3,Others,365483,300363110.81379545,19.520502673422605
Telangana,2018,4,Peer-to-peer payments,15571288,44541667501.74112,24.519690936394124
Telangana,2018,4,Recharge & bill payments,7121135,2165870863.16865,21.496088364250507
Telangana,2018,4,Merchant payments,5315161,2356841304.9649296,21.580588129811034
Telangana,2018,4,Financial Services,392423,64569231.23559249,17.983248574112142
Telangana,2018,4,Others,521147,380139546.93821603,19.75604897468811
Telangana,2019,1,Peer-to-peer payments,40488967,87361237975.49301,25.193317519818937
Telangana,2019,1,Merchant payments,12341901,4144368545.535969,22.145016272924007
Telangana,2019,1,Recharge & bill payments,11525394,3619117615.485172,22.009496080719494
Telangana,2019,1,Financial Services,463688,54547989.275453925,17.81459142768482
Telangana,2019,1,Others,470752,343989909.8750894,19.65612288605609
Telangana,2019,2,Peer-to-peer payments,46741594,141095702899.16147,25.672704241054845
Telangana,2019,2,Merchant payments,25682382,8442740781.469844,22.856572830098006
Telangana,2019,2,Recharge & bill payments,16225017,5603477828.5489645,22.44665328291225
Telangana,2019,2,Financial Services,252173,43627344.86329399,17.591194710411767
Telangana,2019,2,Others,709213,490894328.3915366,20.011739447508184
Telangana,2019,3,Peer-to-peer payments,59981113,180342868388.36203,25.918125700344504
Telangana,2019,3,Merchant payments,44035953,14308557740.55424,23.38412363868172
Telangana,2019,3,Recharge & bill payments,16437222,6793699069.387364,22.639261412266578
Telangana,2019,3,Financial Services,183163,39617186.74048498,17.494773615909896
Telangana,2019,3,Others,857925,445278745.3818412,19.914211040389887
Telangana,2019,4,Peer-to-peer payments,82587060,249346680995.99316,26.242110058230317
Telangana,2019,4,Merchant payments,59347809,21510626607.08445,23.79181291081451
Telangana,2019,4,Recharge & bill payments,20797056,9561315124.602655,22.980991119988072
Telangana,2019,4,Financial Services,137291,33453857.404595934,17.325677686304807
Telangana,2019,4,Others,703042,294688962.659046,19.501430997597264
Telangana,2020,1,Peer-to-peer payments,95668911,327641798044.80554,26.515186769448995
Telangana,2020,1,Merchant payments,76818285,31076431477.91269,24.15971553857305
Telangana,2020,1,Recharge & bill payments,26324268,12324266104.564993,23.234836009914854
Telangana,2020,1,Financial Services,88184,59500639.38684589,17.90149763326207
Telangana,2020,1,Others,509877,241784101.54604858,19.303555747689327
Telangana,2020,2,Peer-to-peer payments,76683293,279478553909.7438,26.356191396403535
Telangana,2020,2,Merchant payments,44181999,26712043204.891262,24.00838035705768
Telangana,2020,2,Recharge & bill payments,30885875,15106945863.857046,23.438420466053973
Telangana,2020,2,Financial Services,116776,134169906.74750492,18.714617522987265
Telangana,2020,2,Others,187200,100126467.191328,18.421944626829088
Telangana,2020,3,Peer-to-peer payments,116668399,437459188905.0534,26.804249255892547
Telangana,2020,3,Merchant payments,86836471,49743225885.179474,24.630140128188106
Telangana,2020,3,Recharge & bill payments,32352860,18378477087.576897,23.63444609345401
Telangana,2020,3,Financial Services,195857,223377023.50525153,19.224371594660777
Telangana,2020,3,Others,318539,156875854.55487928,18.870965321571735
Telangana,2020,4,Peer-to-peer payments,160607487,591976601278.5154,27.106732946183605
Telangana,2020,4,Merchant payments,143897953,81725950703.21272,25.126637422455836
Telangana,2020,4,Recharge & bill payments,38174710,22006183348.80398,23.81458931216911
Telangana,2020,4,Financial Services,230134,275357720.01805824,19.433581614020717
Telangana,2020,4,Others,733503,366346176.40682477,19.719089284250284
Telangana,2021,1,Merchant payments,185230619,95927278280.53006,25.286856223451856
Telangana,2021,1,Peer-to-peer payments,179738195,676276353116.8419,27.239867635838152
Telangana,2021,1,Recharge & bill payments,46371555,26447601338.53346,23.998431304542354
Telangana,2021,1,Financial Services,262473,320153410.17969453,19.584310848814365
Telangana,2021,1,Others,969268,387877900.5044867,19.776201161219145
Telangana,2021,2,Peer-to-peer payments,230861833,872151973637.885,27.49422952736607
Telangana,2021,2,Merchant payments,205232899,123207789311.2962,25.53713811098469
Telangana,2021,2,Recharge & bill payments,58637866,31877277168.343227,24.18515927848009
Telangana,2021,2,Financial Services,278546,300569264.1443888,19.52118878502712
Telangana,2021,2,Others,856400,420723415.91505665,19.8574862088017
Telangana,2021,3,Merchant payments,286735350,159227310549.39368,25.79359864432728
Telangana,2021,3,Peer-to-peer payments,271436926,981754679241.0405,27.61260729661883
Telangana,2021,3,Recharge & bill payments,62744121,36434881136.01624,24.318792425733605
Telangana,2021,3,Financial Services,235519,329138539.4612142,19.611989315720557
Telangana,2021,3,Others,1734852,543116826.3422191,20.112835006399543
Telangana,2021,4,Merchant payments,376584215,212974766412.01556,26.084439528093476
Telangana,2021,4,Peer-to-peer payments,331774591,1204991223519.016,27.817493399458765
Telangana,2021,4,Recharge & bill payments,66477036,44760398983.30789,24.52458963420894
Telangana,2021,4,Financial Services,298871,392141743.6705663,19.787133925942907
Telangana,2021,4,Others,855060,639658842.8998816,20.276445535786483
Telangana,2022,1,Merchant payments,449186799,243841863780.6793,26.219785752877094
Telangana,2022,1,Peer-to-peer payments,368048408,1375289566667.7056,27.94968541881617
Telangana,2022,1,Recharge & bill payments,66352138,50470450179.88254,24.644653857030598
Telangana,2022,1,Financial Services,284035,394283511.9410973,19.792580784484166
Telangana,2022,1,Others,2582005,642005688.7661512,20.28010772417906
Telangana,2022,2,Merchant payments,565370506,307468406704.909,26.45163817649481
Telangana,2022,2,Peer-to-peer payments,422056582,1580014085694.835,28.08845487792505
Telangana,2022,2,Recharge & bill payments,75099130,63136761649.3931,24.868569030360472
Telangana,2022,2,Financial Services,245023,324857780.5553103,19.598898049306854
Telangana,2022,2,Others,611316,470432687.3850265,19.96916344274876
Telangana,2022,3,Merchant payments,880414292,447150646953.73706,26.826161392578072
Telangana,2022,3,Peer-to-peer payments,626830752,2170173323588.53,28.405828152913173
Telangana,2022,3,Recharge & bill payments,119779835,87937210666.27194,25.1998888816069
Telangana,2022,3,Financial Services,340458,442783619.09123904,19.90859176645068
Telangana,2022,3,Others,800064,621900924.4423015,20.248291354161612
Telangana,2022,4,Merchant payments,1002521735,491556008133.53546,26.92084172351963
Telangana,2022,4,Peer-to-peer payments,694612831,2393380395296.8516,28.50372787390072
Telangana,2022,4,Recharge & bill payments,121188131,92136759501.42021,25.246539826554418
Telangana,2022,4,Financial Services,401838,498719426.0054372,20.027554225052253
Telangana,2022,4,Others,782297,680680558.3343163,20.33860367819591
Telangana,2023,1,Merchant payments,830385203,369961744486.0,26.63666544396085
Telangana,2023,1,Peer-to-peer payments,522865792,1898813645344.0,28.272250409896994
Telangana,2023,1,Recharge & bill payments,86187673,102787343319.0,25.3559280629324
Telangana,2023,1,Financial Services,326874,458821191.0,19.94417113221379
Telangana,2023,1,Others,565916,560179944.0,20.14376862043507
Telangana,2023,2,Merchant payments,977182965,429169888297.0,26.785118687501804
Telangana,2023,2,Peer-to-peer payments,593322476,2155918289810.0,28.399237869282626
Telangana,2023,2,Recharge & bill payments,94107914,112036624317.0,25.442091657627017
Telangana,2023,2,Financial Services,354045,517795343.0,20.065090633352526
Telangana,2023,2,Others,463571,507337241.0,20.044686512024516
Telangana,2023,3,Merchant payments,1128208049,480552979790.0,26.89820331898932
Telangana,2023,3,Peer-to-peer payments,647331506,2272184853961.0,28.451762975256813
Telangana,2023,3,Recharge & bill payments,98661838,116319676778.0,25.47960807200527
Telangana,2023,3,Financial Services,420147,666845736.0,20.31806929827025
Telangana,2023,3,Others,424384,478544808.0,19.98626040919598
Telangana,2023,4,Merchant payments,1225132365,532737433404.0,27.001294519481753
Telangana,2023,4,Peer-to-peer payments,695789540,2453419152855.0,28.528503740173107
Telangana,2023,4,Recharge & bill payments,99012602,129036561862.0,25.583361626445296
Telangana,2023,4,Financial Services,483067,734596496.0,20.41483192275693
Telangana,2023,4,Others,404604,489730148.0,20.009365081042482
Telangana,2024,1,Merchant payments,1341371332,554207756092.0,27.04080546439284
Telangana,2024,1,Peer-to-peer payments,735409951,2516930587879.0,28.554061254379256
Telangana,2024,1,Recharge & bill payments,101670893,131284438344.0,25.60063209139107
Telangana,2024,1,Financial Services,494360,861174964.0,20.57380825312948
Telangana,2024,1,Others,438771,485343794.0,20.000368053452345
Telangana,2024,2,Merchant payments,1526789940,632844110484.0,27.17348995780515
Telangana,2024,2,Peer-to-peer payments,782892642,2696304021334.0,28.622903070178317
Telangana,2024,2,Recharge & bill payments,106504222,130765020697.0,25.59666781434857
Telangana,2024,2,Financial Services,612770,1074628255.0,20.79524063034844
Telangana,2024,2,Others,464783,554652542.0,20.133852427011774
Telangana,2024,3,Merchant payments,1664638136,684200679447.0,27.251517102544085
Telangana,2024,3,Peer-to-peer payments,841546198,2740602255389.0,28.639198813413
Telangana,2024,3,Recharge & bill payments,102792228,124734574180.0,25.54945391007255
Telangana,2024,3,Financial Services,714030,1263598650.0,20.957229559306956
Telangana,2024,3,Others,447243,515868932.0,20.061363285366944
Telangana,2024,4,Merchant payments,1807552234,746607282900.0,27.338805158135546
Telangana,2024,4,Peer-to-peer payments,905771898,2978379284690.0,28.722400404300434
Telangana,2024,4,Recharge & bill payments,106373063,132027650387.0,25.606277210232815
Telangana,2024,4,Financial Services,2272332,1391283281.0,21.05349238263986
Telangana,2024,4,Others,482076,645034160.0,20.284813836148267
Tripura,2018,1,Recharge & bill payments,86819,14079439.569905948,16.460226175653826
Tripura,2018,1,Peer-to-peer payments,44844,112229994.97675678,18.53606085914424
Tripura,2018,1,Financial Services,4842,672247.5881710155,13.418383473974224
Tripura,2018,1,Merchant payments,4833,6080959.882836086,15.620673281395499
Tripura,2018,1,Others,6819,4916272.512952799,15.408061385417517
Tripura,2018,2,Recharge & bill payments,118171,22554398.15273035,16.931440689264765
Tripura,2018,2,Peer-to-peer payments,73821,197666881.8729688,19.102093762085715
Tripura,2018,2,Merchant payments,9621,10570951.151568789,16.173620434354103
Tripura,2018,2,Financial Services,6925,1264101.904810368,14.04987326240868
Tripura,2018,2,Others,6021,4835385.634057636,15.391471649351379
Tripura,2018,3,Peer-to-peer payments,186065,398867427.32463384,19.804139659805596
Tripura,2018,3,Recharge & bill payments,156308,33484811.21282282,17.326602527212096
Tripura,2018,3,Merchant payments,21476,16092396.41113394,16.59385750793963
Tripura,2018,3,Financial Services,8106,1080000.0112896338,13.892472535479255
Tripura,2018,3,Others,5748,4338753.080712541,15.283097786684927
Tripura,2018,4,Recharge & bill payments,204720,38334816.66379926,17.46186911857408
Tripura,2018,4,Peer-to-peer payments,179739,549068822.3729683,20.123734352951825
Tripura,2018,4,Merchant payments,50888,31066467.633390322,17.25163961650571
Tripura,2018,4,Financial Services,6441,1023126.8205747404,13.83837498392694
Tripura,2018,4,Others,6271,5392365.973713988,15.500494988181593
Tripura,2019,1,Peer-to-peer payments,296993,679165332.8123899,20.336375151924432
Tripura,2019,1,Recharge & bill payments,227997,44429378.42277926,17.609411507287632
Tripura,2019,1,Merchant payments,46642,28109966.31994779,17.151634780304587
Tripura,2019,1,Financial Services,4189,461473.58856435167,13.042182268709908
Tripura,2019,1,Others,5105,4728790.472138839,15.369180225102674
Tripura,2019,2,Peer-to-peer payments,240776,751113516.2256755,20.437067353066897
Tripura,2019,2,Recharge & bill payments,218649,48989430.60730426,17.70711515132872
Tripura,2019,2,Merchant payments,64829,35275706.82877502,17.378705121519552
Tripura,2019,2,Financial Services,1899,339184.3344705297,12.73430194632407
Tripura,2019,2,Others,6405,6103644.851151889,15.624396831120379
Tripura,2019,3,Recharge & bill payments,339539,81845425.35425141,18.22034298183594
Tripura,2019,3,Peer-to-peer payments,270163,884623553.9011384,20.60067275078663
Tripura,2019,3,Merchant payments,68399,44802063.64430427,17.61776478213366
Tripura,2019,3,Financial Services,27970,582020.9903208594,13.274263510056235
Tripura,2019,3,Others,5646,5524358.927209696,15.524677948378141
Tripura,2019,4,Recharge & bill payments,373779,88001651.28693296,18.292866148254088
Tripura,2019,4,Peer-to-peer payments,359076,1071507585.9983547,20.792332453579252
Tripura,2019,4,Merchant payments,62458,51274033.720727704,17.752695036211197
Tripura,2019,4,Financial Services,2239,377097.66713108413,12.840262148716427
Tripura,2019,4,Others,4272,4239791.585043055,15.260024907389665
Tripura,2020,1,Recharge & bill payments,449584,114355218.03514045,18.554820118276034
Tripura,2020,1,Peer-to-peer payments,366218,1400694933.570157,21.06023433224674
Tripura,2020,1,Merchant payments,102861,68590603.6377098,18.043666124682456
Tripura,2020,1,Financial Services,1722,1066651.521721911,13.88003581812821
Tripura,2020,1,Others,4117,4071399.6237732675,15.219497631823616
Tripura,2020,2,Recharge & bill payments,600206,163220166.76643574,18.91061056985949
Tripura,2020,2,Peer-to-peer payments,346863,1501452755.6890237,21.12969898081608
Tripura,2020,2,Merchant payments,97816,99795973.60794038,18.418638405878454
Tripura,2020,2,Financial Services,2904,2247782.5219734698,14.625455187304256
Tripura,2020,2,Others,4731,2459205.000588993,14.715349091820825
Tripura,2020,3,Recharge & bill payments,627363,185201997.2796099,19.03695766996485
Tripura,2020,3,Peer-to-peer payments,477769,1959371082.9173033,21.395889383144866
Tripura,2020,3,Merchant payments,202106,190218136.2808841,19.063682062524368
Tripura,2020,3,Financial Services,3828,3141391.5755430083,14.960176754965282
Tripura,2020,3,Others,6819,3886908.1625436572,15.173124840007302
Tripura,2020,4,Peer-to-peer payments,650386,2683789889.83192,21.71049577088729
Tripura,2020,4,Recharge & bill payments,631611,192385823.43220186,19.075013415894244
Tripura,2020,4,Merchant payments,357567,296872485.4156503,19.508813265906895
Tripura,2020,4,Financial Services,4084,3666639.308697606,15.11478635353168
Tripura,2020,4,Others,8242,5416158.232838955,15.504897493592388
Tripura,2021,1,Peer-to-peer payments,643366,2821226150.5919185,21.76043743292495
Tripura,2021,1,Recharge & bill payments,508718,173211140.89346513,18.97002188166249
Tripura,2021,1,Merchant payments,350366,333743281.32103896,19.625882639599126
Tripura,2021,1,Financial Services,3146,2879929.222833151,14.873276623635688
Tripura,2021,1,Others,5827,4281067.764165951,15.269713247639041
Tripura,2021,2,Peer-to-peer payments,703728,2865655130.4313264,21.77606282813902
Tripura,2021,2,Recharge & bill payments,589839,189808502.9050523,19.06152624769411
Tripura,2021,2,Merchant payments,440060,404915546.5177107,19.8191890786789
Tripura,2021,2,Financial Services,3656,3503925.3381061675,15.069394708587474
Tripura,2021,2,Others,7146,4271255.844077852,15.267418684769817
Tripura,2021,3,Peer-to-peer payments,864329,3491901741.1594186,21.973712336543755
Tripura,2021,3,Recharge & bill payments,620991,215226019.57596284,19.187199292399537
Tripura,2021,3,Merchant payments,584079,648504775.623629,20.290179927343036
Tripura,2021,3,Financial Services,2886,3473153.087671739,15.060573698053194
Tripura,2021,3,Others,8915,5028078.734792852,15.43054870671945
Tripura,2021,4,Peer-to-peer payments,1060915,4368786747.103016,22.197751175493966
Tripura,2021,4,Merchant payments,793636,874005407.7140213,20.58859712206064
Tripura,2021,4,Recharge & bill payments,650251,241225282.07451886,19.30124183935752
Tripura,2021,4,Financial Services,3635,5073898.6076811645,15.439620233309277
Tripura,2021,4,Others,12256,7838128.800210228,15.874510817978441
Tripura,2022,1,Peer-to-peer payments,1221863,4934712034.365204,22.319560156632928
Tripura,2022,1,Merchant payments,992891,1037265262.6570499,20.759853532573487
Tripura,2022,1,Recharge & bill payments,641170,262348230.9954375,19.385183308967893
Tripura,2022,1,Financial Services,4351,5782533.2422681665,15.570352594776756
Tripura,2022,1,Others,10915,7221703.089884497,15.792601506549547
Tripura,2022,2,Peer-to-peer payments,1443647,5354182193.788111,22.401143811123422
Tripura,2022,2,Merchant payments,1322009,1235804019.563663,20.934987623995525
Tripura,2022,2,Recharge & bill payments,638643,278018856.17835283,19.44319950093126
Tripura,2022,2,Financial Services,3812,4533635.768901512,15.32703499411468
Tripura,2022,2,Others,10553,5732336.736273008,15.561633987386495
Tripura,2022,3,Peer-to-peer payments,1836678,6718925839.047781,22.628194133473873
Tripura,2022,3,Merchant payments,1660497,1589078400.2615328,21.18642006328478
Tripura,2022,3,Recharge & bill payments,745382,329401812.4140819,19.61278888089631
Tripura,2022,3,Financial Services,4343,5330626.119674753,15.488979447696375
Tripura,2022,3,Others,9679,5616127.06807068,15.541153028571413
Tripura,2022,4,Peer-to-peer payments,2252390,8142233538.414012,22.82033036991405
Tripura,2022,4,Merchant payments,2054988,1925282618.8109846,21.378338609396046
Tripura,2022,4,Recharge & bill payments,874800,373875271.19878656,19.739432802961694
Tripura,2022,4,Financial Services,5787,5028488.55453164,15.430630209611186
Tripura,2022,4,Others,10225,6551901.175783692,15.695265973967638
Tripura,2023,1,Merchant payments,2991978,2538146159.0,21.654699793232925
Tripura,2023,1,Peer-to-peer payments,2961284,10170883076.0,23.04279487480066
Tripura,2023,1,Recharge & bill payments,1146228,565902758.0,20.153932817520552
Tripura,2023,1,Financial Services,7716,6190362.0,15.638504285913884
Tripura,2023,1,Others,11481,7160536.0,15.784095536124468
Tripura,2023,2,Merchant payments,3654027,2936486824.0,21.800479746283035
Tripura,2023,2,Peer-to-peer payments,3144448,10396364428.0,23.06472200784384
Tripura,2023,2,Recharge & bill payments,1112236,570797284.0,20.162544687073513
Tripura,2023,2,Financial Services,8100,8721399.0,15.981290333457032
Tripura,2023,2,Others,10732,6760147.0,15.726555341270613
Tripura,2023,3,Merchant payments,4388876,3335231974.0,21.927808071616113
Tripura,2023,3,Peer-to-peer payments,3553878,11300910781.0,23.14814915959368
Tripura,2023,3,Recharge & bill payments,1144676,597050057.0,20.207511517087955
Tripura,2023,3,Financial Services,11060,9972113.0,16.11530315556987
Tripura,2023,3,Others,10272,6058405.0,15.616957287141751
Tripura,2023,4,Merchant payments,5112814,3958280687.0,22.09907559823688
Tripura,2023,4,Peer-to-peer payments,3854572,12207187199.0,23.225290729979747
Tripura,2023,4,Recharge & bill payments,1152820,638954177.0,20.275343300850412
Tripura,2023,4,Financial Services,10341,9913640.0,16.109422245488812
Tripura,2023,4,Others,10363,5561091.0,15.531305049819943
Tripura,2024,1,Merchant payments,5721862,4318458993.0,22.18616446121288
Tripura,2024,1,Peer-to-peer payments,4085450,12732805697.0,23.267447625702438
Tripura,2024,1,Recharge & bill payments,1215498,683732258.0,20.34307696474593
Tripura,2024,1,Financial Services,10290,12617991.0,16.35063428989779
Tripura,2024,1,Others,9539,4574435.0,15.335993970403791
Tripura,2024,2,Merchant payments,7120453,4810482925.0,22.2940633164401
Tripura,2024,2,Peer-to-peer payments,4365398,12591709691.0,23.25630447340016
Tripura,2024,2,Recharge & bill payments,1278785,711343884.0,20.38266653469358
Tripura,2024,2,Financial Services,12106,15777203.0,16.574076671370864
Tripura,2024,2,Others,10805,8117365.0,15.909516275277461
Tripura,2024,3,Merchant payments,8023651,5277307936.0,22.386681944224893
Tripura,2024,3,Peer-to-peer payments,5084144,13847946966.0,23.351402825162495
Tripura,2024,3,Recharge & bill payments,1270740,799009595.0,20.498883513670943
Tripura,2024,3,Financial Services,13232,18644893.0,16.74108288640861
Tripura,2024,3,Others,8814,5936799.0,15.59668082563806
Tripura,2024,4,Merchant payments,8992361,6011659344.0,22.516966644723443
Tripura,2024,4,Peer-to-peer payments,5662500,15543764487.0,23.466925397594363
Tripura,2024,4,Recharge & bill payments,1232968,823760709.0,20.529390645213923
Tripura,2024,4,Financial Services,49550,21746350.0,16.894956531309045
Tripura,2024,4,Others,7780,8974378.0,16.00988429774417
Uttar Pradesh,2018,1,Recharge & bill payments,7003704,1201827543.8816488,20.907109189289958
Uttar Pradesh,2018,1,Peer-to-peer payments,4123625,11786969148.760597,23.190260448876874
Uttar Pradesh,2018,1,Merchant payments,442436,428301434.2754866,19.875337793678483
Uttar Pradesh,2018,1,Financial Services,397328,75150444.99108115,18.13500260882404
Uttar Pradesh,2018,1,Others,570712,447722351.3138524,19.91968384895584
Uttar Pradesh,2018,2,Recharge & bill payments,9232131,2044535461.482608,21.43843644292674
Uttar Pradesh,2018,2,Peer-to-peer payments,6484369,22197440015.945545,23.82324280462341
Uttar Pradesh,2018,2,Merchant payments,909545,799920463.267408,20.500022861024
Uttar Pradesh,2018,2,Financial Services,563213,105536911.84026654,18.474571334426866
Uttar Pradesh,2018,2,Others,521685,572768843.1641636,20.1659927799599
Uttar Pradesh,2018,3,Peer-to-peer payments,13828768,32944051606.98276,24.218076553767247
Uttar Pradesh,2018,3,Recharge & bill payments,9140873,2485029062.8899517,21.63355019215697
Uttar Pradesh,2018,3,Merchant payments,2397448,1012726185.1169598,20.735911725692073
Uttar Pradesh,2018,3,Financial Services,603303,76605144.65776658,18.154174808143495
Uttar Pradesh,2018,3,Others,544964,493702369.5936288,20.017443404906096
Uttar Pradesh,2018,4,Peer-to-peer payments,15804910,48836291123.914734,24.61173954401207
Uttar Pradesh,2018,4,Recharge & bill payments,11976808,3040717446.728788,21.835359327062687
Uttar Pradesh,2018,4,Merchant payments,6953857,2480267671.259793,21.631632323661844
Uttar Pradesh,2018,4,Financial Services,517619,76250539.85851902,18.14953506665312
Uttar Pradesh,2018,4,Others,847573,663216794.1554663,20.312612485884888
Uttar Pradesh,2019,1,Peer-to-peer payments,32062452,68506766330.45149,24.950198355897644
Uttar Pradesh,2019,1,Recharge & bill payments,15400713,4231102032.9564486,22.165728324195133
Uttar Pradesh,2019,1,Merchant payments,8558766,3105904146.2085333,21.856570700671448
Uttar Pradesh,2019,1,Financial Services,389733,43341558.48535549,17.584622536012933
Uttar Pradesh,2019,1,Others,912840,637066065.9078369,20.272383923869224
Uttar Pradesh,2019,2,Peer-to-peer payments,27105049,87581482658.94861,25.19583542738336
Uttar Pradesh,2019,2,Recharge & bill payments,17551537,5627886175.9093685,22.450999751564286
Uttar Pradesh,2019,2,Merchant payments,12733089,4894223107.452321,22.311321389087226
Uttar Pradesh,2019,2,Financial Services,264091,38169259.945291094,17.45754106234615
Uttar Pradesh,2019,2,Others,1229734,775758168.4201038,20.469351392233257
Uttar Pradesh,2019,3,Peer-to-peer payments,26990786,95134023863.97964,25.278552511861403
Uttar Pradesh,2019,3,Recharge & bill payments,20359672,8000160942.595396,22.802727496373308
Uttar Pradesh,2019,3,Merchant payments,19625935,7399443975.24218,22.724670695987857
Uttar Pradesh,2019,3,Financial Services,258548,51363215.14597865,17.754432835050142
Uttar Pradesh,2019,3,Others,1389018,683145478.0865316,20.342218394980453
Uttar Pradesh,2019,4,Peer-to-peer payments,40540310,126564888408.1326,25.56402096545001
Uttar Pradesh,2019,4,Recharge & bill payments,24299776,9082140369.774977,22.92957572543479
Uttar Pradesh,2019,4,Merchant payments,20582052,9412924984.9687,22.965349580284872
Uttar Pradesh,2019,4,Financial Services,242936,45686806.83093811,17.63732014528428
Uttar Pradesh,2019,4,Others,1239931,433285937.588854,19.886908434276926
Uttar Pradesh,2020,1,Peer-to-peer payments,39581157,147734706846.56177,25.718683980921508
Uttar Pradesh,2020,1,Recharge & bill payments,29777603,11168417430.652225,23.13635575974393
Uttar Pradesh,2020,1,Merchant payments,26741638,13072371616.871723,23.293766803199734
Uttar Pradesh,2020,1,Financial Services,139990,64365117.409359045,17.980082404728634
Uttar Pradesh,2020,1,Others,998744,376573949.20359,19.74662500080072
Uttar Pradesh,2020,2,Recharge & bill payments,42229417,14668026056.368128,23.40893586363115
Uttar Pradesh,2020,2,Peer-to-peer payments,39434202,150079524408.8693,25.73443115328852
Uttar Pradesh,2020,2,Merchant payments,18625913,13655151082.574724,23.33738265615175
Uttar Pradesh,2020,2,Financial Services,150360,131930242.90371712,18.697783885594074
Uttar Pradesh,2020,2,Others,412073,209384339.5723213,19.15968207123723
Uttar Pradesh,2020,3,Peer-to-peer payments,54449911,207530912756.73047,26.05854614266686
Uttar Pradesh,2020,3,Recharge & bill payments,37465163,16437365640.853413,23.522822972971348
Uttar Pradesh,2020,3,Merchant payments,34697942,24224433240.836243,23.910627598859726
Uttar Pradesh,2020,3,Financial Services,206210,194129227.54374278,19.08403462177795
Uttar Pradesh,2020,3,Others,586033,303114557.0989778,19.529621371554168
Uttar Pradesh,2020,4,Peer-to-peer payments,75433782,294401153346.76337,26.408209141414936
Uttar Pradesh,2020,4,Merchant payments,61922138,44438824680.670944,24.51737935406097
Uttar Pradesh,2020,4,Recharge & bill payments,39570153,17793973968.761925,23.60212569590189
Uttar Pradesh,2020,4,Financial Services,246868,255803306.13741985,19.359919375631463
Uttar Pradesh,2020,4,Others,994576,539071475.9342327,20.1053587303489
Uttar Pradesh,2021,1,Peer-to-peer payments,85539321,321609613378.6789,26.496604266154204
Uttar Pradesh,2021,1,Merchant payments,78873969,55362244381.43686,24.7371636890243
Uttar Pradesh,2021,1,Recharge & bill payments,38981894,18563189222.328217,23.6444463826963
Uttar Pradesh,2021,1,Financial Services,250656,266104783.7449573,19.399400716789483
Uttar Pradesh,2021,1,Others,853707,486435811.3771204,20.00261551332593
Uttar Pradesh,2021,2,Peer-to-peer payments,102927942,388761820128.4563,26.686232705455318
Uttar Pradesh,2021,2,Merchant payments,84860582,70351401159.78787,24.976768537306164
Uttar Pradesh,2021,2,Recharge & bill payments,53030710,22266927128.75408,23.826368326196533
Uttar Pradesh,2021,2,Financial Services,270944,266853066.82962543,19.402208757135426
Uttar Pradesh,2021,2,Others,858953,525487682.5584012,20.07983731043935
Uttar Pradesh,2021,3,Peer-to-peer payments,127945827,440726915882.17084,26.81169128222584
Uttar Pradesh,2021,3,Merchant payments,126699830,91089049637.02377,25.23510343242907
Uttar Pradesh,2021,3,Recharge & bill payments,50414232,24348150109.635994,23.915721712773312
Uttar Pradesh,2021,3,Financial Services,253418,292009129.0296748,19.49229562696866
Uttar Pradesh,2021,3,Others,1230077,624716522.0745409,20.252808541729095
Uttar Pradesh,2021,4,Merchant payments,183966052,142889329646.05463,25.685336249024687
Uttar Pradesh,2021,4,Peer-to-peer payments,167503176,600973581946.6772,27.121816813689662
Uttar Pradesh,2021,4,Recharge & bill payments,52863531,28812549097.65689,24.084076861776687
Uttar Pradesh,2021,4,Financial Services,353219,386356976.48969895,19.772272312203302
Uttar Pradesh,2021,4,Others,1471954,829152405.3448995,20.53591453980301
Uttar Pradesh,2022,1,Merchant payments,221556930,165543931419.27045,25.83250244318696
Uttar Pradesh,2022,1,Peer-to-peer payments,195592648,684758883172.6667,27.252332617876817
Uttar Pradesh,2022,1,Recharge & bill payments,54873261,31683813998.386055,24.179071788040936
Uttar Pradesh,2022,1,Financial Services,358499,386218170.5981607,19.771912979151505
Uttar Pradesh,2022,1,Others,1571908,750327356.10464,20.43602014540615
Uttar Pradesh,2022,2,Merchant payments,298721048,216176289528.43256,26.099360066985856
Uttar Pradesh,2022,2,Peer-to-peer payments,232444860,812579156783.274,27.423479170139412
Uttar Pradesh,2022,2,Recharge & bill payments,62659780,37867966758.88997,24.357371387423772
Uttar Pradesh,2022,2,Financial Services,268349,285646084.3258523,19.470264138597823
Uttar Pradesh,2022,2,Others,1204739,606123265.0864555,20.222593932732295
Uttar Pradesh,2022,3,Merchant payments,361972506,232005905549.1372,26.17002866324624
Uttar Pradesh,2022,3,Peer-to-peer payments,267205027,844564255684.5037,27.462086657553186
Uttar Pradesh,2022,3,Recharge & bill payments,72984811,43854148172.58542,24.50413515045995
Uttar Pradesh,2022,3,Financial Services,367887,344330142.1388885,19.657111473529383
Uttar Pradesh,2022,3,Others,1058841,601411350.4106325,20.214789703316683
Uttar Pradesh,2022,4,Merchant payments,439247166,296781967366.6535,26.416263589546336
Uttar Pradesh,2022,4,Peer-to-peer payments,317613698,1030345562935.8824,27.660915359900198
